title,tutor,cost,time,url,image
"Using JavaScript, jQuery, and JSON in Django",University of Michigan,$23.33/month,5 weeks,https://www.futurelearn.com/courses/using-javascript-jquery-and-json-in-django,https://ugc.futurelearn.com/uploads/images/09/1b/thumbnail_091b7cd1-592b-4ce1-afe4-8ce581529d1f.jpg
Django Features and Libraries,University of Michigan,$23.33/month,6 weeks,https://www.futurelearn.com/courses/django-features-and-libraries,https://ugc.futurelearn.com/uploads/images/c7/c1/thumbnail_c7c18025-8fb1-4e41-9cf8-5f99c6dab706.jpg
Building Web Applications in Django,University of Michigan,$23.33/month,4 weeks,https://www.futurelearn.com/courses/building-web-applications-in-django,https://ugc.futurelearn.com/uploads/images/2a/03/thumbnail_2a0361ca-feb0-4bcf-8a37-319bea86cf5e.jpg
Web Application Technologies and Django,University of Michigan,$23.33/month,5 weeks,https://www.futurelearn.com/courses/web-application-technologies-and-django,https://ugc.futurelearn.com/uploads/images/61/36/thumbnail_61369dec-bb05-4fe1-9a2b-842b247e4e56.jpg
